filename,clip_id,emotion,fold
Cropped_sub01_EP02_01f_reg_img46.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img47.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img48.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img49.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img50.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img51.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img52.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img53.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img54.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img55.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img56.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img57.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img58.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img59.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img60.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img61.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img62.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img63.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img64.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img65.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img66.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img67.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img68.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img69.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img70.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img71.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img72.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img73.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img74.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img75.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img76.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img77.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img78.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img79.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img80.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img81.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img82.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img83.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img84.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img85.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP02_01f_reg_img86.jpg,sub01/EP02_01f,happy,4
Cropped_sub01_EP03_02_reg_img131.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img132.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img133.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img134.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img135.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img136.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img137.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img138.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img139.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img140.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img141.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img142.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img143.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img144.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img145.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img146.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img147.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img148.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img149.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img150.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img151.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img152.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img153.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img154.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img155.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img156.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img157.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img158.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img159.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img160.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP03_02_reg_img161.jpg,sub01/EP03_02,others,3
Cropped_sub01_EP04_02_reg_img21.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img22.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img23.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img24.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img25.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img26.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img27.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img28.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img29.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img30.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img31.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img32.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img33.jpg,sub01/EP04_02,others,2
Cropped_sub01_EP04_02_reg_img34.jpg,sub01/EP04_02,others,2
